http://www.wikidata.org/entity/Q3272925,हौरवतात
http://www.wikidata.org/entity/Q84122,होरस
http://www.wikidata.org/entity/Q44384,हैफ़ीस्टस
http://www.wikidata.org/entity/Q41419,हेस्टिया
http://www.wikidata.org/entity/Q107335286,हेलोई
http://www.wikidata.org/entity/Q41410,हेडीस
http://www.wikidata.org/entity/Q38012,हीरा
http://www.wikidata.org/entity/Q935053,हरिहर
http://www.wikidata.org/entity/Q41484,हरमीस
http://www.wikidata.org/entity/Q1483349,हयग्रीव
http://www.wikidata.org/entity/Q188618,हनुमान
http://www.wikidata.org/entity/Q2614321,स्वाहा
http://www.wikidata.org/entity/Q931506,स्वामिनारायण
http://www.wikidata.org/entity/Q12459092,स्कंदमाता
http://www.wikidata.org/entity/Q131795,सेत
http://www.wikidata.org/entity/Q2661877,सूर्यप्रभ
http://www.wikidata.org/entity/Q204418,सूर्य देवता
http://www.wikidata.org/entity/Q57446991,सुसवाणी माता
http://www.wikidata.org/entity/Q19898522,सुरसा
http://www.wikidata.org/entity/Q2724631,सुमतिनाथ
http://www.wikidata.org/entity/Q7377741,सुपाश्वॅनाथ जी
http://www.wikidata.org/entity/Q2723173,सुदर्शन चक्र
http://www.wikidata.org/entity/Q191114,सीता
http://www.wikidata.org/entity/Q32102,सिरीस
http://www.wikidata.org/entity/Q12457049,सिद्धिदात्री
http://www.wikidata.org/entity/Q106040937,सिख धर्म में राम
http://www.wikidata.org/entity/Q2228265,सवितृ
http://www.wikidata.org/entity/Q187602,सर्सी
http://www.wikidata.org/entity/Q58838,सरस्वती देवी
http://www.wikidata.org/entity/Q818468,सरस्वती
http://www.wikidata.org/entity/Q2342528,सरमा
http://www.wikidata.org/entity/Q1892398,सरण्यू
http://www.wikidata.org/entity/Q7377716,सँभवनाथ
http://www.wikidata.org/entity/Q1789401,सप्तमातृका
http://www.wikidata.org/entity/Q2668668,सत्यभामा
http://www.wikidata.org/entity/Q7420697,संतोषी माता
http://www.wikidata.org/entity/Q1796078,सती
http://www.wikidata.org/entity/Q12512311,सतरूपा
http://www.wikidata.org/entity/Q534133,षष्ठी
http://www.wikidata.org/entity/Q7503735,श्रेयांसनाथ
http://www.wikidata.org/entity/Q5267628,श्री देवनारायण
http://www.wikidata.org/entity/Q16275932,श्री गायत्री देवी
http://www.wikidata.org/entity/Q4526903,शैलपुत्री
http://www.wikidata.org/entity/Q572235,शुक्राचार्य
http://www.wikidata.org/entity/Q2279552,शीतला देवी
http://www.wikidata.org/entity/Q7492546,शीतलनाथ
http://www.wikidata.org/entity/Q11378,शिव
http://www.wikidata.org/entity/Q3521202,शारभा
http://www.wikidata.org/entity/Q2790079,शांतिनाथ जी
http://www.wikidata.org/entity/Q7489026,शांतादुर्गा
http://www.wikidata.org/entity/Q108913996,शपी लैम
http://www.wikidata.org/entity/Q1296733,शनि
http://www.wikidata.org/entity/Q2578801,शची
http://www.wikidata.org/entity/Q1444745,शक्र
http://www.wikidata.org/entity/Q100877925,वैष्णो देवी
http://www.wikidata.org/entity/Q2668647,वेंकटेश्वर
http://www.wikidata.org/entity/Q4640,वुल्कन
http://www.wikidata.org/entity/Q2672099,वीरभद्र
http://www.wikidata.org/entity/Q11380,विष्णु
http://www.wikidata.org/entity/Q61078183,विश्वकर्मा
http://www.wikidata.org/entity/Q3018930,विमलनाथ जी
http://www.wikidata.org/entity/Q7932340,विंध्यवासिनी देवी
http://www.wikidata.org/entity/Q3296670,विट्ठल
http://www.wikidata.org/entity/Q3700040,वासुपूज्य जी
http://www.wikidata.org/entity/Q1635469,वासुकी
http://www.wikidata.org/entity/Q4104034,वारुणी
http://www.wikidata.org/entity/Q7915409,वाराही
http://www.wikidata.org/entity/Q473731,वायु देव
http://www.wikidata.org/entity/Q696702,वामनावतार
http://www.wikidata.org/entity/Q2427516,वाक्क्
http://www.wikidata.org/entity/Q31700303,वसूरीमाला
http://www.wikidata.org/entity/Q890382,वसुदेव
http://www.wikidata.org/entity/Q42309527,वल्ली
http://www.wikidata.org/entity/Q1001037,वरुण
http://www.wikidata.org/entity/Q5476020,वट सावित्री
http://www.wikidata.org/entity/Q2380086,वज्रसत्त्व
http://www.wikidata.org/entity/Q70274674,लैमरेल सिदबी
http://www.wikidata.org/entity/Q185498,लूसिफर
http://www.wikidata.org/entity/Q18354205,लिंगोद्भव
http://www.wikidata.org/entity/Q2725716,लव
http://www.wikidata.org/entity/Q4253412,ललिता सखी
http://www.wikidata.org/entity/Q6479899,लक्ष्मी-नारायण
http://www.wikidata.org/entity/Q131443,लक्ष्मी
http://www.wikidata.org/entity/Q1389331,रेणुका
http://www.wikidata.org/entity/Q7377515,रुद्राणी
http://www.wikidata.org/entity/Q855310,रुद्र
http://www.wikidata.org/entity/Q1629059,रिभुस्
http://www.wikidata.org/entity/Q950298,राहु
http://www.wikidata.org/entity/Q3635299,रामदेव जी
http://www.wikidata.org/entity/Q18207392,राम अवतार के कारण
http://www.wikidata.org/entity/Q160213,राम
http://www.wikidata.org/entity/Q113904,राधा
http://www.wikidata.org/entity/Q1252904,रा
http://www.wikidata.org/entity/Q2364772,रति
http://www.wikidata.org/entity/Q3632935,योगिनी
http://www.wikidata.org/entity/Q302,यीशु मसीह
http://www.wikidata.org/entity/Q105173,यहोवा
http://www.wikidata.org/entity/Q766677,यहोवा
http://www.wikidata.org/entity/Q2386320,यशोदा
http://www.wikidata.org/entity/Q2348057,यमी
http://www.wikidata.org/entity/Q45097,यमराज
http://www.wikidata.org/entity/Q1193804,यज़त
http://www.wikidata.org/entity/Q3523909,यक्षिणी
http://www.wikidata.org/entity/Q57417205,मोहिनी अवतार
http://www.wikidata.org/entity/Q275010,मोलोक
http://www.wikidata.org/entity/Q193461,मैत्रेय
http://www.wikidata.org/entity/Q3524788,मुनीस्वरारी
http://www.wikidata.org/entity/Q2790039,मुनिसुव्रत जी
http://www.wikidata.org/entity/Q1520192,मीनाक्षी
http://www.wikidata.org/entity/Q126916,मिनर्वा
http://www.wikidata.org/entity/Q192322,मिन
http://www.wikidata.org/entity/Q3317166,मित्र वरुण
http://www.wikidata.org/entity/Q112,मार्स
http://www.wikidata.org/entity/Q6950644,मार्तण्ड
http://www.wikidata.org/entity/Q2474456,मारीच
http://www.wikidata.org/entity/Q6785893,माता रनी भटीयानी
http://www.wikidata.org/entity/Q17634885,मातंगी
http://www.wikidata.org/entity/Q170471,मात
http://www.wikidata.org/entity/Q24937085,माँ शूलिनी
http://www.wikidata.org/entity/Q1671077,महामृत्युञ्जय मन्त्र
http://www.wikidata.org/entity/Q915141,महामायूरी
http://www.wikidata.org/entity/Q4682614,महादेवी
